,title,author,tags,summary,words,chapters,comment,kudos,bookmarks,hits
2487,Worth Knowing,summersage,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","How would he even know if he had Fallen? Would Gabriel and Sandalphon and the others find him and drag him back Upstairs, only to cast him out in some official way? Was there paperwork involved? He glanced at Crowley, who was staring broodily out the bus window, and decided not to ask.The night of “You can stay at my place.” Aziraphale worries that he’s Fallen; Crowley reassures him that he hasn’t.  Pre-Fall angelic unions are discussed from multiple perspectives, and they discover an alternative way of knowing each other.",4289.0,1,32,230,48,1359
2488,Stronger By Far,Kaz_Langston,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",A captured angel. They know hell is watching.It's lucky Aziraphale is the forgiving sort.,2384.0,2,9,230,30,2250
2489,At Last,Lhugy_for_short,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","You go too fast for me, Crowley.The words were on the tip of Aziraphale’s tongue. A resounding answer, one that wasn’t exactly a ‘no,’ more like a ‘not yet,’ but which still would have brought about an end to the conversation.Instead, despite his holiest judgement, Aziraphale slowly drew the passenger seat belt down across his midsection, and clicked it into place. “Do try not to crash us into anything, would you?""(Or, 'What if Aziraphale hadn't delivered The Line and had just gone home with Crowley like he should have?')",1911.0,1,23,230,23,1424
2490,Rebelling,Batfink,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“I'm rebelling.”  Aziraphale replied with a haughty sniff.“Against what, exactly?”  Crowley enquired.“What've ya got?”  Aziraphale sneered and Crowley was taken aback by the tone.",905.0,1,31,230,23,2619
2491,"Take My Heart, You Are The Key",Guardian_Rose,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","They owe it to them to sort this out. So he asks what’s happening and he stays standing and, with his heart in his throat, he threatens Crowley in the only way he knows how to follow through on.They only way that stands a chance of working.There. Kneeling before him. Words desperate and eyes bare and soul in despair and somewhere in that chest that never quite caught the knack of moving like a human is Aziraphale’s heart.Somewhere, nestled deep and safe, in Aziraphale’s own chest is Crowley’s heart and that is why he can’t give up.",323.0,1,16,230,6,1503
2492,Crowley's Nip Slip,mandysimo13,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']",When Crowley finds a delightfully indulgent snake blouse he just knows he has to have it. He also know he has to share it with Aziraphale.,1257.0,1,23,230,17,1324
2493,Crawly,ladydragona,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","When Aziraphale Fell, reporter for The Daily Messenger, is tasked with a simple story on smuggling, he isn't expecting to find out that Lightbringer, Inc. has been experimenting on something that could be an animal, an oil slick, or something else entirely.He especially isn't expecting that being to come home with him and change his entire life.",64966.0,10,204,229,41,3780
2494,Incorporation,Ack_Emma,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Best friends from rival wool merchant families, Antoinetta Crowley and Aziraphale Fell are shocked when their parents arrange a surprise marriage between them.But this new arrangement is a chance to be on their own side and to be left alone for a bit. Their lifelong friendship is solid, what could go wrong?As it turns out, plenty.Times are changing, and married life is harder than it looks when you're a pair of young, ineffable dorks.",40301.0,19,403,229,30,4860
2495,The Eden Literature Festival,GaryOldman,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Temptation has been on several of the bestseller lists. Have you read it?” and really, he couldn’t be blamed for brushing it off with a sharp no, which of course, made the headline and the bulk of the write up.A. Z. Fell calls Temptation ‘populist rubbish’. Full interview on page 34.He was almost certain he hadn’t called it rubbish… he’d been trying very hard to avoid that.---Anthony Crowley and A Z Fell are rival authors who have nothing but terrible things to say about one another's work.",1777.0,1,39,229,38,780
2496,Those Who Came Before,PinkPenguinParade,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","He was very surprised to find the bookshop buttoned up tight, closed and dark, nothing visible past the rainbow flags hung in the windows.At first, the door didn’t even open for him. He had to snap his fingers--remind it that as a mechanism it was deeply susceptible to beingmelted into slagif necessary, before it gave a reluctant click and allowed him in.or, Crowley is surprised not to see his angel at Pride.",1612.0,1,37,229,16,845
2497,to eat stardust for all of the days,sevdrag (seventhe),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley is a demon, empty, a gaping hole; he is the serpent, always swallowing only his own tail and never full. Halo to ashes, stardust to dust. He will always be hungry.Aziraphale has been asking to see; Crowley lets go.(Written for Thwarting Wiles with great art by Cassieoh!)",1491.0,1,11,229,29,1358
2498,Gods in the Gaslight,Anti_kate,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']",A mysterious rival and a ghost from the past threaten Fell's magical career.,12577.0,1,109,229,59,3235
2499,Delectable But Not Edible,AppleSeeds,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale visits Lush, a shop full of all sorts of tantalising treats, and becomes determined to secure himself some scrumptious free samples from Anthony, the very friendly, handsome man who works there. But Anthony keeps insisting they are 'testers' not 'samples', and seems horrified when Aziraphale eats them. Aziraphale does very much enjoy it, however, when Anthony decides to show him some soap instead, tenderly and thoroughly washing his hands.",4023.0,1,84,229,33,1107
2500,Fashion Sense,CopperBeech,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Crowley likes dressing to tempt his angel. He never manages to stay in control of things for long.,1655.0,1,70,229,27,1757
2501,Don’t Mess With Us (Unless You Want To Burn),Demonic_Angel_511,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","They knew their plan wouldn't work forever.It was just to buy them some time really, but they did hope it would last a little longer than this.Even so, when the angels and demons showed up and dragged them apart, they had a slight plan. Only small, but angels and demons were rather predictable.OrHeaven and Hell try the whole 'punishment' gig over again - only this time, in front of every angel and demon in existence.In hindsight, they probably shouldn't have given Aziraphale and Crowley so much time to prepare.",2728.0,1,13,229,33,1905
2502,Counting Sheep,CloseToSomethingReal,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Zira was very happy with her life. She had a nice cottage, a garden, a bird named Sunshine, and a flock of sheep. It was all she needed, really. What else would a werewolf such as herself want?So when something attacks her flock and leaves the carcasses to rot, Zira has no choice but to track down the culprit.She just didn't expect to find a newborn vampire who's coven had abandoned her.",45779.0,18,163,229,33,3071
2503,Resurrected Mice,amaruuk,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Following events at Tadfield Air Base, Aziraphale and Crowley spend the night in Crowley's Mayfair flat. The idea of switching bodies unnerves Aziraphale. As a distraction, Crowley admits that he wants more than friendship. Aziraphale isn't averse—but he's not quite ready to let Crowley know that. From The Swap to the South Downs—what happened next?[Aziraphale] was absently watching the planes flying into and out of Heathrow, when he said aloud, ""So, if we were to have sex— Crowley!"" He braced himself against the door as the car swerved.The Bentley glided fully back onto the road. ""A little warning next time,"" Crowley growled.After a moment of quiet, the only sound that of the traffic around them and the purr of the car's engine, Aziraphale said slowly, ""So, if we were to have sex—""Crowley's fingers were doing a scale run on the steering wheel. ""Yes?"" He was still growling. Aziraphale noted the vein in his neck was slightly distended and he could see it throb.",67866.0,1,74,229,62,2950
2504,The Dark and the Light: A Duck Perspective on a Pair of Secret Agents,AnonymousDandelion,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)', 'Good Omens (Radio)']","For the ducks of St. James's Park, the tall, dark agent and his round, light counterpart are a well-known, albeit intermittent, presence. Untold generations of ducklings have watched them circle, eavesdropped on their covert conversations, and eaten of their bread crusts.",804.0,1,38,228,18,945
2505,I Cannot Heave My Heart Into My Mouth,Blue_Sparkle,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Armageddon is averted, the Earth is saved, and an angel and a demon are finally free to love.That is, unless Higher (and Lower) forces were to place an ultimatum: Break your beloved’s heart or watch him be tortured until the actual End of the World.",28690.0,6,103,229,44,3027
2506,we'll cross that bridge when we get to it (we're here),Waywarder,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Like your nose,” Crowley suddenly muttered that evening. He hadn’t meant to do it. He was just drunk and happy and looking at Aziraphale’s face, and he very nearly clapped his hand over his big, stupid mouth, but… No.He did like Aziraphale’s nose and it was past time he said something about it.A little post-almost-Apocalypse fluff for GO Events Server Fic Prom!",1153.0,1,19,229,25,1011
2507,A New World,Fyre,"['Slow Show - mia_ugly', 'Good Omens - Neil Gaiman & Terry Pratchett']","When he woke, it took Avery a moment to register where he was. Warm arm flung over his waist, bare legs tangled with his. And when he opened his eyes, vision still hazy with sleep, he found honey-brown eyes so close to his and heremembered.HelovedCrowley.He waswithCrowley.They were together and they were in love and, for the first time he could recall, he was blindingly, outrageously, incandescently happy.",994.0,1,37,229,6,1117
2508,Day 23: He Could Do Really Weird Things With His Tongue,thebright1,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The sheer terror that Crowley feels coming from Aziraphale can only mean one thing: surprise inspection. He’s heard about these from Aziraphale, but he’s never had the misfortune to be here at Aziraphale’s bookshop when one actually happens. He could miracle himself back to his own flat, but there’s no way he’s leaving Aziraphale alone and helpless, in case they are found out. Crowley is not sure what he would do, but he is an excellent liar and a grade A bullshit artist, if he does say so himself. Whatever hole Aziraphale manages to dig them into, Crowley is absolutely sure his bullshit can pile up and get them out of it. But ultimately, it’s probably just easier if he hides.",2362.0,1,9,229,9,1968
